id;c_name;ticker;sector;industry;no_yrs;ranking;price;yield;dividend;payouts;annualized
508;Marsh & McLennan Companies Inc.;MMC;Financials;Insurance;10;361;104.56;1.74;0.4550;4;1.82
509;3M Company;MMM;Industrials;Industrial Conglomerates;62;8;149.24;3.94;1.4700;4;5.88
510;Magellan Midstream Partners LP;MMP;Energy;Oil. Gas & Consumable Fuels;20;172;54.55;7.53;1.0275;4;4.11
511;Marquette National Corp.;MNAT;Financials;Banks;7;728;32.00;3.25;0.2600;4;1.04
512;Monro Inc.;MNRO;Consumer Discretionary;Specialty Retail;15;257;56.12;1.57;0.2200;4;0.88
513;Altria Group Inc.;MO;Consumer Staples;Tobacco;50;28;40.37;8.32;0.8400;4;3.36
514;MidWest One Financial Group Inc.;MOFG;Financials;Banks;10;411;28.73;3.06;0.2200;4;0.88
515;Morningstar Inc.;MORN;Financials;Capital Markets;10;398;146.90;0.82;0.3000;4;1.20
516;Mid Penn Bancorp;MPB;Financials;Banks;6;754;21.27;3.39;0.1800;4;0.72
517;Marathon Petroleum Corp.;MPC;Energy;Oil. Gas & Consumable Fuels;10;410;47.42;4.89;0.5800;4;2.32
518;MPLX LP;MPLX;Energy;Oil. Gas & Consumable Fuels;8;622;20.29;13.55;0.6875;4;2.75
519;Medical Properties Trust Inc.;MPW;Real Estate;Equity Real Estate Investment Trusts (REITs);7;730;21.13;5.11;0.2700;4;1.08
520;Marine Products Corp.;MPX;Consumer Discretionary;Leisure Products;5;826;12.58;3.82;0.1200;4;0.48
521;Merck & Company;MRK;Health Care;Pharmaceuticals;9;524;76.56;3.19;0.6100;4;2.44
522;Morgan Stanley;MS;Financials;Capital Markets;6;766;45.03;3.11;0.3500;4;1.40
523;MSA Safety Inc.;MSA;Industrials;Commercial Services & Supplies;48;34;121.67;1.38;0.4200;4;1.68
524;Midland States Bancorp. Inc.;MSBI;Financials;Banks;5;860;23.82;4.49;0.2675;4;1.07
525;MSCI Inc.;MSCI;Financials;Capital Markets;6;769;295.44;0.92;0.6800;4;2.72
526;Middlesex Water Co.;MSEX;Utilities;Water Utilities;47;43;59.47;1.72;0.2563;4;1.03
527;Microsoft Corp.;MSFT;Information Technology;Software;18;188;162.01;1.26;0.5100;4;2.04
528;Motorola Solutions Inc.;MSI;Information Technology;Communications Equipment;10;396;165.68;1.55;0.6400;4;2.56
529;MSC Industrial Direct Co. Inc.;MSM;Industrials;Trading Companies & Distributors;17;209;61.82;4.85;0.7500;4;3.00
530;Vail Resorts Inc.;MTN;Consumer Discretionary;Hotels. Restaurants & Leisure;9;462;212.61;3.31;1.7600;4;7.04
531;Materion Corp.;MTRN;Materials;Metals & Mining;7;667;45.34;0.97;0.1100;4;0.44
532;Mueller Water Products. Inc.;MWA;Industrials;Machinery;5;840;10.95;1.92;0.0525;4;0.21
533;Maxim Integrated Products;MXIM;Information Technology;Semiconductors & Semiconductor Equipment;18;186;55.62;3.45;0.4800;4;1.92
534;Muncy Bank Financial Inc.;MYBF;Financials;Banks;18;189;40.50;3.46;0.3500;4;1.40
535;National Instruments Corp.;NATI;Information Technology;Electronic Equipment. Instruments & Components;7;717;40.28;2.58;0.2600;4;1.04
536;NBT Bancorp Inc.;NBTB;Financials;Banks;7;694;33.69;3.21;0.2700;4;1.08
537;NACCO Industries;NC;Energy;Oil. Gas & Consumable Fuels;34;78;41.22;1.84;0.1900;4;0.76
538;Nasdaq Inc.;NDAQ;Financials;Capital Markets;8;574;102.55;1.83;0.4700;4;1.88
539;Nordson Corp.;NDSN;Industrials;Machinery;56;16;145.30;1.05;0.3800;4;1.52
540;NextEra Energy Inc.;NEE;Utilities;Electric Utilities;26;130;252.76;2.22;1.4000;4;5.60
541;NextEra Energy Partners LP;NEP;Utilities;Independent Power and Renewable Electricity Producers;7;709;57.67;3.71;0.5350;4;2.14
542;NewMarket Corp.;NEU;Materials;Chemicals;14;280;388.59;1.96;1.9000;4;7.60
543;Northfield Bancorp Inc.;NFBK;Financials;Thrifts & Mortgage Finance;7;665;14.13;3.11;0.1100;4;0.44
544;National Fuel Gas;NFG;Utilities;Gas Utilities;49;30;36.61;4.75;0.4350;4;1.74
545;National Healthcare Corp.;NHC;Health Care;Health Care Providers & Services;16;238;74.21;2.80;0.5200;4;2.08
546;National Health Investors;NHI;Real Estate;Equity Real Estate Investment Trusts (REITs);18;200;81.73;5.40;1.1025;4;4.41
547;NiSource Inc.;NI;Utilities;Multi-Utilities;9;534;27.02;3.11;0.2100;4;0.84
548;Northeast Indiana Bancorp;NIDB;Financials;Thrifts & Mortgage Finance;25;136;41.80;2.58;0.2700;4;1.08
549;New Jersey Resources;NJR;Utilities;Gas Utilities;24;143;35.31;3.54;0.3125;4;1.25
550;Nike Inc.;NKE;Consumer Discretionary;Textiles. Apparel & Luxury Goods;18;191;89.38;1.10;0.2450;4;0.98
551;National Bankshares;NKSH;Financials;Banks;20;170;34.95;4.12;0.7200;2;1.44
552;Nelnet. Inc.;NNI;Financials;Consumer Finance;5;853;53.10;1.51;0.2000;4;0.80
553;National Retail Properties;NNN;Real Estate;Equity Real Estate Investment Trusts (REITs);30;91;50.85;4.05;0.5150;4;2.06
554;Northrop Grumman;NOC;Industrials;Aerospace & Defense;16;235;328.84;1.61;1.3200;4;5.28
555;Neenah Paper Inc.;NP;Materials;Paper & Forest Products;10;405;57.77;3.25;0.4700;4;1.88
556;Enpro Industries Inc.;NPO;Industrials;Machinery;6;811;53.95;1.93;0.2600;4;1.04
557;National Research Corporation;NRC;Health Care;Health Care Providers & Services;6;792;54.99;1.53;0.2100;4;0.84
558;Northrim BanCorp Inc.;NRIM;Financials;Banks;10;368;34.95;3.78;0.3300;4;1.32
559;National Storage Affiliates Trust;NSA;Real Estate;Equity Real Estate Investment Trusts (REITs);5;854;33.74;3.91;0.3300;4;1.32
560;Insperity Inc.;NSP;Industrials;Professional Services;10;415;67.27;2.38;0.4000;4;1.60
561;NetApp Inc.;NTAP;Information Technology;Technology Hardware. Storage & Peripherals;7;677;46.72;4.11;0.4800;4;1.92
562;Northern Trust Corp.;NTRS;Financials;Capital Markets;8;586;87.76;3.19;0.7000;4;2.80
563;Nucor Corp.;NUE;Materials;Metals & Mining;47;46;41.35;3.89;0.4025;4;1.61
564;Nu Skin Enterprises Inc.;NUS;Consumer Staples;Personal Products;20;173;24.52;6.12;0.3750;4;1.50
565;NVIDIA Corp.;NVDA;Information Technology;Semiconductors & Semiconductor Equipment;8;557;270.07;0.24;0.1600;4;0.64
566;Northwest Bancshares Inc.;NWBI;Financials;Thrifts & Mortgage Finance;11;322;13.89;5.47;0.1900;4;0.76
567;NorthWestern Corp.;NWE;Utilities;Multi-Utilities;16;251;70.34;3.41;0.6000;4;2.40
568;Norwood Financial;NWFL;Financials;Banks;22;158;30.88;3.24;0.2500;4;1.00
569;Northwest Natural Gas;NWN;Utilities;Gas Utilities;64;3;65.77;2.90;0.4775;4;1.91
570;NexPoint Residential Trust Inc.;NXRT;Real Estate;Equity Real Estate Investment Trusts (REITs);5;855;44.50;2.81;0.3125;4;1.25
571;Nexstar Media Group Inc.;NXST;Communication Services;Media;8;629;114.98;1.95;0.5600;4;2.24
572;Realty Income Corp.;O;Real Estate;Equity Real Estate Investment Trusts (REITs);27;112;72.39;3.85;0.2325;12;2.79
573;Owens Corning Inc.;OC;Industrials;Building Products;7;703;56.49;1.70;0.2400;4;0.96
574;OceanFirst Financial Corp;OCFC;Financials;Thrifts & Mortgage Finance;6;739;20.44;3.33;0.1700;4;0.68
575;Oil-Dri Corp. of America;ODC;Consumer Staples;Household Products;17;210;30.43;3.29;0.2500;4;1.00
576;OGE Energy Corp.;OGE;Utilities;Electric Utilities;13;288;38.10;4.07;0.3875;4;1.55
577;ONE Gas Inc.;OGS;Utilities;Gas Utilities;7;715;82.14;2.63;0.5400;4;2.16
578;Omega Healthcare Investors;OHI;Real Estate;Equity Real Estate Investment Trusts (REITs);17;214;39.60;6.77;0.6700;4;2.68
579;ONEOK Inc.;OKE;Energy;Oil. Gas & Consumable Fuels;18;194;66.72;5.61;0.9350;4;3.74
580;Omnicom Group Inc.;OMC;Communication Services;Media;10;348;69.28;3.75;0.6500;4;2.60
581;Oracle Corp.;ORCL;Information Technology;Software;11;310;49.46;1.94;0.2400;4;0.96
582;Old Republic International;ORI;Financials;Insurance;38;68;19.72;4.06;0.2000;4;0.80
583;Orrstown Financial Services Inc.;ORRF;Financials;Banks;6;795;17.80;3.82;0.1700;4;0.68
584;Oshkosh Corp.;OSK;Industrials;Machinery;7;691;72.15;1.66;0.3000;4;1.20
585;Open Text Corp.;OTEX;Information Technology;Software;7;674;41.92;1.67;0.1746;4;0.70
586;Otter Tail Corp.;OTTR;Utilities;Electric Utilities;7;718;48.61;3.04;0.3700;4;1.48
587;Oak Valley Bancorp;OVLY;Financials;Banks;7;710;16.69;1.68;0.1400;2;0.28
588;Oxford Industries Inc.;OXM;Consumer Discretionary;Textiles. Apparel & Luxury Goods;9;468;60.39;2.45;0.3700;4;1.48
589;Occidental Petroleum;OXY;Energy;Oil. Gas & Consumable Fuels;16;241;32.74;9.65;0.7900;4;3.16
590;Bank OZK;OZK;Financials;Banks;24;145;25.39;4.10;0.2600;4;1.04
591;Penske Automotive Group Inc.;PAG;Consumer Discretionary;Specialty Retail;10;406;46.02;3.65;0.4200;4;1.68
592;Paychex Inc.;PAYX;Information Technology;IT Services;9;473;77.48;3.20;0.6200;4;2.48
593;Prosperity Bancshares;PB;Financials;Banks;22;157;64.60;2.85;0.4600;4;1.84
594;People's United Financial;PBCT;Financials;Banks;27;105;13.99;5.08;0.1775;4;0.71
595;PBF Logistics LP;PBFX;Energy;Oil. Gas & Consumable Fuels;6;781;18.97;10.96;0.5200;4;2.08
596;Pathfinder Bancorp. Inc.;PBHC;Financials;Banks;5;820;14.11;1.70;0.0600;4;0.24
597;Paccar Inc.;PCAR;Industrials;Machinery;9;450;66.90;1.91;0.3200;4;1.28
598;Peoples Bancorp of North Carolina;PEBK;Financials;Banks;7;656;25.43;2.20;0.1400;4;0.56
599;Public Service Enterprise Group Inc.;PEG;Utilities;Multi-Utilities;9;547;51.31;3.82;0.4900;4;1.96
600;PepsiCo Inc.;PEP;Consumer Staples;Beverages;47;42;132.03;2.89;0.9550;4;3.82
601;PetMed Express Inc.;PETS;Consumer Discretionary;Internet & Direct Marketing Retail;11;308;26.40;4.09;0.2700;4;1.08
602;Preferred Bank;PFBC;Financials;Banks;6;742;51.13;2.35;0.3000;4;1.20
603;Pfizer Inc.;PFE;Health Care;Pharmaceuticals;10;409;33.42;4.55;0.3800;4;1.52
604;Principal Financial Group Inc.;PFG;Financials;Insurance;12;307;44.39;5.05;0.5600;4;2.24
605;Provident Financial Services Inc.;PFS;Financials;Thrifts & Mortgage Finance;9;449;19.98;4.60;0.2300;4;0.92
606;Procter & Gamble Co.;PG;Consumer Staples;Household Products;63;5;113.23;2.63;0.7459;4;2.98
607;Parker-Hannifin Corp.;PH;Industrials;Machinery;63;6;184.77;1.91;0.8800;4;3.52
608;Polaris Industries;PII;Consumer Discretionary;Leisure Products;25;139;82.53;3.00;0.6200;4;2.48
609;Parke Bancorp Inc.;PKBK;Financials;Banks;6;763;18.50;3.46;0.1600;4;0.64
610;Packaging Corp of America;PKG;Materials;Containers & Packaging;9;438;90.62;3.49;0.7900;4;3.16
611;Children's Place Inc. (The);PLCE;Consumer Discretionary;Specialty Retail;6;752;57.60;3.89;0.5600;4;2.24
612;Prologis Inc.;PLD;Real Estate;Equity Real Estate Investment Trusts (REITs);7;729;84.28;2.75;0.5800;4;2.32
613;Douglas Dynamics Inc.;PLOW;Industrials;Machinery;11;340;43.53;2.57;0.2800;4;1.12
614;Philip Morris International;PM;Consumer Staples;Tobacco;12;302;81.87;5.72;1.1700;4;4.68
615;Pioneer Bankshares Inc.;PNBI;Financials;Banks;10;345;28.50;3.09;0.2200;4;0.88
616;PNC Financial Services Group Inc.;PNC;Financials;Banks;9;491;126.40;3.64;1.1500;4;4.60
617;PNM Resources Inc.;PNM;Utilities;Electric Utilities;9;531;47.08;2.61;0.3075;4;1.23
618;Pentair Ltd.;PNR;Industrials;Machinery;44;60;39.39;1.93;0.1900;4;0.76
619;Pinnacle West Capital Corp.;PNW;Utilities;Electric Utilities;8;601;89.49;3.50;0.7825;4;3.13
620;PolyOne Corp.;POL;Materials;Chemicals;10;391;24.76;3.27;0.2025;4;0.81
621;Pool Corp.;POOL;Consumer Discretionary;Distributors;9;474;210.96;1.04;0.5500;4;2.20
622;Portland General Electric Co.;POR;Utilities;Electric Utilities;14;277;54.41;2.83;0.3850;4;1.54
623;Power Integrations Inc.;POWI;Information Technology;Semiconductors & Semiconductor Equipment;7;696;87.05;0.87;0.1900;4;0.76
624;Pinnacle Bankshares Corp.;PPBN;Financials;Banks;8;568;31.35;1.79;0.1400;4;0.56
625;PPG Industries Inc.;PPG;Materials;Chemicals;48;37;104.45;1.95;0.5100;4;2.04
626;PPL Corp.;PPL;Utilities;Electric Utilities;19;180;30.01;5.53;0.4150;4;1.66
627;Peoples Ltd.;PPLL;Financials;Banks;8;605;74.00;2.97;0.5500;4;2.20
628;Perrigo Company plc;PRGO;Health Care;Pharmaceuticals;18;198;50.69;1.78;0.2250;4;0.90
629;Primerica Inc.;PRI;Financials;Insurance;11;330;111.34;1.44;0.4000;4;1.60
630;Prudential Financial Inc.;PRU;Financials;Insurance;12;306;75.45;5.83;1.1000;4;4.40
631;PS Business Parks Inc;PSB;Real Estate;Equity Real Estate Investment Trusts (REITs);6;738;148.55;2.83;1.0500;4;4.20
632;PSB Holdings Inc.;PSBQ;Financials;Banks;26;123;27.35;1.46;0.2000;2;0.40
633;Phillips 66;PSX;Energy;Oil. Gas & Consumable Fuels;8;567;74.86;4.81;0.9000;4;3.60
634;Phillips 66 Partners LP;PSXP;Energy;Oil. Gas & Consumable Fuels;8;617;54.37;6.44;0.8750;4;3.50
635;People's Utah Bancorp;PUB;Financials;Banks;6;798;23.97;2.34;0.1400;4;0.56
636;Qualcomm Inc.;QCOM;Information Technology;Semiconductors & Semiconductor Equipment;17;201;78.30;3.17;0.6200;4;2.48
637;QNB Corp.;QNBC;Financials;Banks;9;453;34.00;3.88;0.3300;4;1.32
638;Quaint Oak Bancorp Inc.;QNTO;Financials;Thrifts & Mortgage Finance;12;296;14.90;2.42;0.0900;4;0.36
639;Restaurant Brands International Inc.;QSR;Consumer Discretionary;Hotels. Restaurants & Leisure;6;817;58.50;3.56;0.5200;4;2.08
640;QTS Realty Trust Inc.;QTS;Real Estate;Equity Real Estate Investment Trusts (REITs);6;750;56.17;3.13;0.4400;4;1.76
641;Ryder System;R;Industrials;Road & Rail;15;263;38.04;5.89;0.5600;4;2.24
642;Ritchie Brothers Auctioneers Inc.;RBA;Industrials;Commercial Services & Supplies;19;176;39.70;2.02;0.2000;4;0.80
643;Regal Beloit Corp.;RBC;Industrials;Electrical Equipment;15;259;77.64;1.55;0.3000;4;1.20
644;Republic Bancorp KY;RBCAA;Financials;Banks;22;161;35.74;3.20;0.2860;4;1.14
645;Royal Caribbean Cruises Ltd.;RCL;Consumer Discretionary;Hotels. Restaurants & Leisure;9;504;80.41;3.88;0.7800;4;3.12
646;Everest Reinsurance Group Ltd.;RE;Financials;Insurance;7;695;247.88;2.50;1.5500;4;6.20
647;Resources Connection Inc.;RECN;Industrials;Professional Services;10;371;12.53;4.47;0.1400;4;0.56
648;Regency Centers Corp.;REG;Real Estate;Equity Real Estate Investment Trusts (REITs);7;716;57.44;4.14;0.5950;4;2.38
649;Rexford Industrial Realty Inc.;REXR;Real Estate;Equity Real Estate Investment Trusts (REITs);7;731;46.77;1.84;0.2150;4;0.86
650;Regions Financial Corp.;RF;Financials;Banks;7;683;13.52;4.59;0.1550;4;0.62
651;Reinsurance Group of America Inc.;RGA;Financials;Insurance;11;312;122.03;2.29;0.7000;4;2.80
652;RGC Resources Inc.;RGCO;Utilities;Gas Utilities;16;242;27.45;2.55;0.1750;4;0.70
653;Royal Gold Inc.;RGLD;Materials;Metals & Mining;19;177;96.47;1.16;0.2800;4;1.12
654;Robert Half International Inc.;RHI;Industrials;Professional Services;17;224;50.41;2.70;0.3400;4;1.36
655;Ryman Hospitality Properties Inc.;RHP;Real Estate;Equity Real Estate Investment Trusts (REITs);8;650;69.51;5.47;0.9500;4;3.80
656;Raymond James Financial Inc.;RJF;Financials;Capital Markets;8;613;83.63;1.77;0.3700;4;1.48
657;RLI Corp.;RLI;Financials;Insurance;44;55;80.38;1.14;0.2300;4;0.92
658;RE/MAX Holdings Inc.;RMAX;Real Estate;Real Estate Management & Development;7;724;29.15;3.02;0.2200;4;0.88
659;ResMed Inc.;RMD;Health Care;Health Care Equipment & Supplies;8;585;158.96;0.98;0.3900;4;1.56
660;RenaissanceRe Holdings;RNR;Financials;Insurance;24;141;170.40;0.80;0.3400;4;1.36
661;Retail Opportunity Investments Corp.;ROIC;Real Estate;Equity Real Estate Investment Trusts (REITs);11;338;15.00;5.33;0.2000;4;0.80
662;Rockwell Automation Inc.;ROK;Industrials;Electrical Equipment;10;381;183.50;2.22;1.0200;4;4.08
663;Rollins Inc.;ROL;Industrials;Commercial Services & Supplies;18;196;37.44;1.28;0.1200;4;0.48
664;Roper Technologies Inc.;ROP;Industrials;Industrial Conglomerates;27;110;351.70;0.58;0.5125;4;2.05
665;Ross Stores Inc.;ROST;Consumer Discretionary;Specialty Retail;25;132;108.78;0.94;0.2550;4;1.02
666;RPM International Inc.;RPM;Materials;Chemicals;46;49;64.11;2.25;0.3600;4;1.44
667;Reliance Steel & Aluminum Co.;RS;Materials;Metals & Mining;9;454;102.29;2.15;0.5500;4;2.20
668;Republic Services Inc.;RSG;Industrials;Commercial Services & Supplies;17;213;90.26;1.79;0.4050;4;1.62
669;Raytheon Company;RTN;Industrials;Aerospace & Defense;15;255;188.56;2.00;0.9425;4;3.77
670;Ruth's Hospitality Group Inc.;RUTH;Consumer Discretionary;Hotels. Restaurants & Leisure;7;659;19.13;2.72;0.1300;4;0.52
671;Riverview Bancorp Inc;RVSB;Financials;Thrifts & Mortgage Finance;6;793;6.45;3.10;0.0500;4;0.20
672;Saratoga Investment Corp.;SAR;Financials;Capital Markets;5;843;22.91;9.78;0.5600;4;2.24
673;Sandy Spring Bancorp Inc.;SASR;Financials;Banks;9;469;30.76;3.90;0.3000;4;1.20
674;SB Financial Group Inc.;SBFG;Financials;Banks;7;688;18.74;2.03;0.0950;4;0.38
675;Sinclair Broadcast Group Inc.;SBGI;Communication Services;Media;9;443;23.21;3.45;0.2000;4;0.80
676;Southside Bancshares;SBSI;Financials;Banks;25;134;32.22;3.85;0.3100;4;1.24
677;Starbucks Corp.;SBUX;Consumer Discretionary;Hotels. Restaurants & Leisure;10;377;78.43;2.09;0.4100;4;1.64
678;Charles Schwab Corporation;SCHW;Financials;Capital Markets;5;863;40.75;1.77;0.1800;4;0.72
679;Service Corp International;SCI;Consumer Discretionary;Diversified Consumer Services;9;455;47.79;1.51;0.1800;4;0.72
680;Stepan Company;SCL;Materials;Chemicals;52;25;87.83;1.25;0.2750;4;1.10
681;Steelcase Inc.;SCS;Industrials;Commercial Services & Supplies;9;463;16.22;3.58;0.1450;4;0.58
682;Shoe Carnival Inc.;SCVL;Consumer Discretionary;Specialty Retail;8;577;29.91;1.14;0.0850;4;0.34
683;SEI Investments Company;SEIC;Financials;Capital Markets;29;95;54.71;1.28;0.3500;2;0.70
684;Sound Financial Bancorp Inc.;SFBC;Financials;Banks;8;627;36.28;1.65;0.1500;4;0.60
685;ServisFirst Bancshares Inc.;SFBS;Financials;Banks;7;699;34.55;2.03;0.1750;4;0.70
686;Simmons First National Corp.;SFNC;Financials;Banks;9;549;21.38;3.18;0.1700;4;0.68
687;Southwest Georgia Financial Corp.;SGB;Financials;Banks;8;554;29.39;1.63;0.1200;4;0.48
688;Superior Group of Companies Inc.;SGC;Consumer Discretionary;Textiles. Apparel & Luxury Goods;6;737;12.02;3.33;0.1000;4;0.40
689;Star Group LP;SGU;Utilities;Gas Utilities;7;663;8.98;5.57;0.1250;4;0.50
690;Shore Bancshares. Inc.;SHBI;Financials;Banks;5;850;15.56;3.08;0.1200;4;0.48
691;Shenandoah Telecommunications;SHEN;Communication Services;Wireless Telecommunication Services;7;690;44.43;0.65;0.2900;1;0.29
692;Shell Midstream Partners LP;SHLX;Energy;Oil. Gas & Consumable Fuels;6;797;17.11;10.75;0.4600;4;1.84
693;Sherwin-Williams Co.;SHW;Materials;Chemicals;42;64;516.75;1.04;1.3400;4;5.36
694;Signet Jewelers Limited;SIG;Consumer Discretionary;Specialty Retail;9;435;23.32;6.35;0.3700;4;1.48
695;Selective Insurance Group Inc.;SIGI;Financials;Insurance;6;783;55.78;1.65;0.2300;4;0.92
696;South Jersey Industries;SJI;Utilities;Gas Utilities;21;164;27.05;4.36;0.2950;4;1.18
697;J.M. Smucker Co.;SJM;Consumer Staples;Food Products;22;154;102.99;3.42;0.8800;4;3.52
698;SJW Corp.;SJW;Utilities;Water Utilities;53;20;61.18;2.09;0.3200;4;1.28
699;Tanger Factory Outlet Centers;SKT;Real Estate;Equity Real Estate Investment Trusts (REITs);27;116;11.98;11.94;0.3575;4;1.43
700;SL Green Realty Corp.;SLG;Real Estate;Equity Real Estate Investment Trusts (REITs);9;525;78.44;4.51;0.8850;4;3.54
701;Silgan Holdings Inc.;SLGN;Materials;Containers & Packaging;16;231;28.63;1.54;0.1100;4;0.44
702;Southern Missouri Bancorp Inc.;SMBC;Financials;Thrifts & Mortgage Finance;8;581;32.82;1.83;0.1500;4;0.60
703;Scotts Miracle-Gro Company;SMG;Materials;Chemicals;10;364;105.99;2.19;0.5800;4;2.32
704;Summit Financial Group. Inc.;SMMF;Financials;Banks;5;838;21.92;2.74;0.1500;4;0.60
705;Standard Motor Products Inc.;SMP;Consumer Discretionary;Auto Components;11;325;44.00;2.27;0.2500;4;1.00
706;Snap-on Inc.;SNA;Industrials;Machinery;10;379;144.75;2.98;1.0800;4;4.32
707;Synovus Financial;SNV;Financials;Banks;6;749;29.02;4.14;0.3000;4;1.20
708;SYNNEX Corp.;SNX;Information Technology;Electronic Equipment. Instruments & Components;7;705;125.03;1.28;0.4000;4;1.60
709;Southern Company;SO;Utilities;Electric Utilities;19;175;60.36;4.11;0.6200;4;2.48
710;Sotherly Hotels Inc.;SOHO;Real Estate;Equity Real Estate Investment Trusts (REITs);9;485;5.13;10.14;0.1300;4;0.52
711;Southern Michigan Bancorp Inc.;SOMC;Financials;Banks;8;578;38.00;2.42;0.2300;4;0.92
712;Sonoco Products Co.;SON;Materials;Containers & Packaging;37;72;48.21;3.57;0.4300;4;1.72
713;Simon Property Group Inc.;SPG;Real Estate;Equity Real Estate Investment Trusts (REITs);10;362;123.08;6.82;2.1000;4;8.40
714;S&P Global Inc.;SPGI;Financials;Capital Markets;47;47;265.91;1.01;0.6700;4;2.68
715;SpartanNash Company;SPTN;Consumer Staples;Food & Staples Retailing;9;456;12.43;6.11;0.1900;4;0.76
716;Spire Inc.;SR;Utilities;Gas Utilities;17;217;75.05;3.32;0.6225;4;2.49
717;1st Source Corp.;SRCE;Financials;Banks;32;89;42.05;2.76;0.2900;4;1.16
718;Sempra Energy;SRE;Utilities;Multi-Utilities;17;228;139.78;2.99;1.0450;4;4.18
719;Sprague Resources LP;SRLP;Energy;Oil. Gas & Consumable Fuels;6;735;12.29;21.72;0.6675;4;2.67
720;South State Corp.;SSB;Financials;Banks;9;532;68.12;2.76;0.4700;4;1.88
721;Simpsom Manufacturing Co.;SSD;Industrials;Building Products;6;762;79.43;1.16;0.2300;4;0.92
722;STAG Industrial Inc.;STAG;Real Estate;Equity Real Estate Investment Trusts (REITs);10;429;27.98;5.15;0.1200;12;1.44
723;Extended Stay America Inc.;STAY;Consumer Discretionary;Hotels. Restaurants & Leisure;6;755;10.98;8.38;0.2300;4;0.92
724;S&T Bancorp Inc.;STBA;Financials;Banks;7;689;32.87;3.41;0.2800;4;1.12
725;Sturgis Bancorp;STBI;Financials;Thrifts & Mortgage Finance;7;722;21.68;2.95;0.1600;4;0.64
726;Steris plc;STE;Health Care;Health Care Equipment & Supplies;15;264;158.62;0.93;0.3700;4;1.48
727;Steel Dynamics Inc.;STLD;Materials;Metals & Mining;9;464;26.63;3.60;0.2400;4;0.96
728;STORE Capital Corp;STOR;Real Estate;Equity Real Estate Investment Trusts (REITs);5;845;32.86;4.26;0.3500;4;1.40
729;State Street Corp.;STT;Financials;Capital Markets;9;505;68.11;3.05;0.5200;4;2.08
730;Constellation Brands Inc. A;STZ;Consumer Staples;Beverages;5;835;172.38;1.74;0.7500;4;3.00
731;Service Properties Trust;SVC;Real Estate;Equity Real Estate Investment Trusts (REITs);8;565;18.08;11.95;0.5400;4;2.16
732;Stanley Black & Decker;SWK;Industrials;Machinery;52;23;143.70;1.92;0.6900;4;2.76
733;Skyworks Solutions Inc.;SWKS;Information Technology;Semiconductors & Semiconductor Equipment;6;771;100.18;1.76;0.4400;4;1.76
734;Schweitzer-Mauduit International Inc.;SWM;Materials;Paper & Forest Products;8;558;33.72;5.22;0.4400;4;1.76
735;Southwest Gas Corp.;SWX;Utilities;Gas Utilities;13;284;64.68;3.37;0.5450;4;2.18
736;Standex International Inc.;SXI;Industrials;Machinery;9;514;63.43;1.39;0.2200;4;0.88
737;Sensient Technologies Corp.;SXT;Materials;Chemicals;14;282;49.18;3.17;0.3900;4;1.56
738;Stock Yards Bancorp Inc.;SYBT;Financials;Banks;10;386;34.94;3.09;0.2700;4;1.08
739;Stryker Corp.;SYK;Health Care;Health Care Equipment & Supplies;27;111;190.59;1.21;0.5750;4;2.30
740;Sysco Corp.;SYY;Consumer Staples;Food & Staples Retailing;50;29;66.65;2.70;0.4500;4;1.80
741;AT&T Inc.;T;Communication Services;Diversified Telecommunication Services;36;77;35.22;5.91;0.5200;4;2.08
742;Territorial Bancorp;TBNK;Financials;Thrifts & Mortgage Finance;10;375;25.42;3.62;0.2300;4;0.92
743;TriCo Bancshares;TCBK;Financials;Banks;7;681;33.82;2.60;0.2200;4;0.88
744;TCF Financial Corp.;TCF;Financials;Banks;8;582;36.44;3.84;0.3500;4;1.40
745;Taubman Centers Inc.;TCO;Real Estate;Equity Real Estate Investment Trusts (REITs);10;346;52.06;5.19;0.6750;4;2.70
746;Telephone & Data Sys.;TDS;Communication Services;Wireless Telecommunication Services;45;51;20.14;3.28;0.1650;4;0.66
747;TE Connectivity Ltd.;TEL;Information Technology;Electronic Equipment. Instruments & Components;7;668;82.87;2.22;0.4600;4;1.84
748;Terex Corp.;TEX;Industrials;Machinery;7;658;22.01;2.00;0.1100;4;0.44
749;Truist Financial Corp;TFC;Financials;Banks;9;497;46.14;3.90;0.4500;4;1.80
750;TFS Financial Corporation;TFSL;Financials;Thrifts & Mortgage Finance;6;772;20.44;5.28;0.2700;4;1.08
751;Tallgrass Energy LP;TGE;Energy;Oil. Gas & Consumable Fuels;5;847;22.07;9.97;0.5500;4;2.20
752;Target Corp.;TGT;Consumer Discretionary;Multiline Retail;52;22;103.00;2.56;0.6600;4;2.64
753;First Financial Corp.;THFF;Financials;Banks;31;90;39.95;2.60;0.5200;2;1.04
754;Hanover Insurance Group (The);THG;Financials;Insurance;15;270;118.54;2.19;0.6500;4;2.60
755;Thor Industries Inc.;THO;Consumer Discretionary;Automobiles;10;373;75.41;2.12;0.4000;4;1.60
756;Thomasville Bancshares Inc.;THVB;Financials;Banks;18;183;49.00;2.86;0.7000;2;1.40
757;Tiffany & Company;TIF;Consumer Discretionary;Specialty Retail;17;207;133.59;1.74;0.5800;4;2.32
758;TJX Companies Inc.;TJX;Consumer Discretionary;Specialty Retail;23;148;59.80;1.54;0.2300;4;0.92
